Customer Id,ZIP_CODE,FRE,MON,CC_CARD,AVRG,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,GMP,PROMOS,DAYS,MARKDOWN,CLUSTYPE,PERCRET,ln days between purchases,ln lifetime ave time betw visits
9.9556E+12,1543,6,1150.22,1,191.7,0.19,0.02,0.07,0.12,0.18,0,0.02,0.12,0.09,0,0,0,0.03,0.02,0.18,0.65,16,295,0.12,16,0.1,3.9,3.2
9.9556E+12,1543,10,591.95,1,59.19,0.21,0.11,0,0.16,0,0,0.05,0.16,0.28,0,0,0,0,0,0,0.62,19,702,0.13,6,0,4.25,3.12
9.9556E+12,1535,3,538.81,1,179.6,0.29,0.07,0.36,0,0.14,0,0.08,0,0,0,0,0,0,0,0,0.66,15,380,0.03,16,0.04,4.84,3
9.9556E+12,1570,1,255.46,1,255.46,0,0,0,0.06,0.6,0.1,0,0,0.19,0,0,0,0,0.02,0.38,0.54,8,76,0.2,18,0,4.33,3.23
9.9556E+12,1532,4,543.24,1,135.81,0.2,0.06,0,0.18,0.08,0.11,0.08,0.03,0.09,0,0,0,0,0.02,0,0.59,22,522,0.23,4,0.12,4.87,3.48
9.9556E+12,1510,9,501.23,1,55.69,0.42,0,0,0,0.21,0,0,0.06,0.06,0,0,0,0.01,0,0,0.53,20,684,0.29,6,0.27,4.33,2.54
9.9556E+12,1566,6,577.94,0,96.32,0.19,0,0,0,0.09,0.08,0.3,0,0.22,0,0,0,0.04,0,0,0.6,16,518,0.05,16,0.04,4.46,3.61
9.9556E+12,1545,4,405.98,0,101.49,0.45,0,0,0.09,0,0.31,0,0.13,0,0,0,0,0,0,0,0.61,19,362,0.08,8,0,4.51,3.95
9.9556E+12,1540,6,459.48,1,76.58,0.14,0.11,0,0.03,0,0,0.19,0,0.33,0,0,0,0.07,0,0,0.63,15,687,0.1,16,0.12,4.74,3.4
9.9556E+12,1501,1,73,0,73,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.52,4,293,0.37,10,0,5.68,5.68
9.9556E+12,1520,1,114,0,114,0,0,0,0,0,0,0,0,0.85,0,0,0.08,0,0.05,0,0.71,12,588,0,4,0,6.38,4.43
9.9556E+12,1545,1,83.97,0,83.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.48,1,78,0.3,23,0,4.36,4.36
9.9556E+12,1588,9,870.08,1,96.67,0.48,0,0.11,0.05,0.08,0,0.07,0,0.09,0,0,0.04,0.04,0,0,0.57,9,265,0.08,18,0,3.38,2.25
9.9556E+12,1545,5,244.87,0,48.97,0,0.12,0,0,0.12,0.48,0.06,0.2,0,0,0,0,0,0,0.68,0.59,23,563,0.12,8,0,4.72,4.14
9.9556E+12,1588,6,273.98,1,45.66,0,0.13,0.39,0,0.18,0,0,0.1,0,0,0,0,0,0.04,0,0.58,9,639,0.19,22,0.15,4.67,3.03
9.9556E+12,1569,15,1350.36,1,90.02,0.27,0,0,0,0.37,0.22,0,0,0,0,0,0,0.04,0,0.12,0.4,25,693,0.29,18,0.06,3.83,2.96
9.9556E+12,1571,1,96,0,96,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.43,10,660,0.2,29,0,6.49,5.39
9.9556E+12,1527,6,786.9,1,131.15,0.16,0.01,0,0.26,0.23,0.16,0,0.06,0,0,0,0,0.03,0.05,0.06,0.56,28,663,0.18,23,0,4.71,3.66
9.9556E+12,1501,2,233.95,0,116.97,0.05,0.11,0,0,0,0.24,0.33,0.25,0,0,0,0,0,0,0,0.55,11,229,0.1,10,0,4.74,4.74
9.9556E+12,1520,5,408.93,0,81.78,0.42,0.17,0.11,0,0,0,0.03,0.06,0,0,0,0,0,0.1,0,0.54,18,690,0.09,6,0.08,4.93,3.32
9.9556E+12,1520,6,241.44,0,40.24,0,0,0,0.4,0,0.41,0,0,0,0,0,0,0.1,0,0.3,0.34,7,248,0.34,23,0.08,3.72,2.95
9.9556E+12,1545,8,701.4,1,87.67,0.18,0.03,0.06,0.12,0,0.04,0.02,0.31,0,0.14,0,0.01,0.01,0.03,0,0.53,24,608,0.19,5,0,4.33,3.15
9.9556E+12,1570,1,214.17,1,214.17,0,0,0,0.71,0,0,0,0.28,0,0,0,0,0,0,0,0.62,6,271,0.1,22,0,5.6,4.22
9.9556E+12,1532,1,117.99,0,117.99,0,0,0.08,0.25,0,0,0,0.49,0,0,0,0,0.16,0,0,0.55,16,364,0.07,1,0,5.9,5.2
9.9556E+12,1501,10,326.8,1,32.68,0.33,0,0.02,0.08,0.14,0,0,0,0.25,0,0,0.01,0.06,0.01,0,0.03,8,273,0.36,23,0.06,3.31,1.95
9.9556E+12,1523,11,1188.33,0,108.03,0.08,0,0.02,0.08,0.13,0.06,0,0.08,0.06,0.13,0,0,0.01,0.02,0,0.6,17,500,0.06,6,0.38,3.82,2.88
9.9556E+12,1561,4,178.97,0,44.74,0,0,0.1,0.1,0.28,0,0,0.14,0,0,0,0,0,0,0,0.5,10,689,0,50,0.55,5.15,4.05
9.9556E+12,1527,2,170.48,1,85.24,0.27,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.31,18,474,0.4,18,0,5.47,4.77
9.9556E+12,1541,2,282.45,0,141.22,0.35,0.05,0,0,0.21,0,0,0,0,0.34,0,0.03,0,0,0,0.48,19,677,0.21,6,0,5.82,4.12
9.9556E+12,1520,6,512.97,0,85.49,0.05,0.19,0,0.01,0.25,0.26,0,0,0.15,0,0,0.02,0.03,0,0.52,0.57,18,529,0.07,23,0,4.48,3.79
9.9556E+12,1532,4,1482.87,1,370.71,0.2,0,0.01,0.03,0.2,0.1,0.13,0.11,0.14,0,0,0,0,0.04,0,0.6,17,354,0.08,3,0,4.48,3.47
9.9556E+12,1522,5,833.96,1,166.79,0.39,0.03,0.03,0.06,0.14,0,0.17,0.11,0,0,0.04,0,0,0,0,0.58,21,693,0.18,6,0,4.93,3.6
9.9556E+12,1520,1,234.99,1,234.99,0.12,0,0,0.16,0,0,0,0,0,0.51,0,0.09,0.1,0,0,0.63,23,701,0,10,0,6.55,3.51
9.9556E+12,1564,3,243.43,0,81.14,0.55,0.07,0.06,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0.43,6,363,0.18,6,0,4.8,3.81
9.9556E+12,1588,3,459.98,0,153.32,0.16,0,0,0.12,0.23,0.13,0,0.14,0.18,0,0,0,0,0,0,0.65,17,543,0.09,18,0,5.2,4.51
9.9556E+12,1564,2,287.96,1,143.98,0.44,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.62,9,206,0,6,0,4.63,3.72
9.9556E+12,1545,1,232.89,0,232.89,0.72,0.19,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.54,20,322,0,4,0,5.77,3.98
9.9556E+12,1505,8,613.12,1,76.64,0.03,0.01,0.01,0.04,0.12,0,0,0.08,0.33,0.13,0,0,0.03,0,0,0.29,26,648,0.28,4,0.21,4.39,3.22
9.9556E+12,95354,4,468.87,0,117.21,0,0,0,0,0.51,0,0,0.18,0,0.3,0,0,0,0,0,0.48,13,314,0.23,17,0,4.36,4.14
9.9556E+12,3063,3,96.23,0,32.07,0,0.1,0,0.2,0.15,0,0,0,0,0,0,0.08,0.09,0.02,0,0.44,7,344,0.18,3,0.46,4.74,4.05
9.9556E+12,1612,10,1163.79,1,116.37,0.3,0.01,0.03,0.04,0.1,0.03,0.07,0.02,0.25,0,0,0,0.03,0.01,0.08,0.62,22,607,0.15,6,0.06,4.11,3.04
9.9556E+12,1602,9,524.19,1,58.24,0.17,0,0,0.52,0.08,0,0,0,0,0,0,0,0.09,0.05,0,0.58,22,691,0.17,10,0.05,4.34,3.32
9.9556E+12,1606,1,230.94,0,230.94,0,0,0,0,0.6,0.39,0,0,0,0,0,0,0,0,0,0.35,1,82,0.3,25,0,4.41,3.71
9.9556E+12,1609,5,257.09,0,51.41,-0.14,0,0,0.26,0.25,0.17,0,0,0,0,0,0,0.19,0,0,0.59,1,269,0.19,32,0.34,3.99,3.8
9.9556E+12,1606,6,452.46,1,75.41,0.04,0.05,0.08,0.16,0.19,0,0.21,0.11,0.09,0,0,0,0,0.03,0,0.58,21,691,0.19,22,0,4.75,3.21
9.9556E+12,1606,1,182.5,0,182.5,0.53,0,0,0.13,0,0,0.3,0,0,0,0,0,0,0.02,0,0.59,10,610,0.2,10,0,6.41,4.62
9.9556E+12,1606,5,250.1,1,50.02,0.26,0.23,0.12,0.13,0.15,0,0.07,0,0,0,0,0,0,0,0,0.23,8,236,0.27,20,0,3.85,2.42
9.9556E+12,1609,3,300.94,1,100.31,0.44,0.13,0,0,0,0,0.29,0,0.11,0,0,0,0,0,0,0.42,22,546,0.33,1,0,5.2,3.9
9.9556E+12,1606,12,1562.3,1,130.19,0.12,0.03,0.01,0.23,0.26,0.09,0,0.05,0.06,0,0.08,0,0,0.01,0.09,0.55,28,689,0.27,10,0.02,4.05,2.9
9.9556E+12,1602,25,2098.7,0,83.94,0.12,0.01,0.01,0.06,0.23,0.12,0,0.06,0.19,0.05,0,0.01,0.03,0,0,0.49,20,685,0.22,1,0.05,3.31,1.67
9.9556E+12,1606,15,1077.83,1,71.85,0.06,0.06,0.06,0.12,0,0.24,0.01,0.07,0.03,0,0.08,0.03,0.01,0,0.13,0.53,20,690,0.23,15,0.21,3.83,2.9
9.9556E+12,1606,17,522,1,30.7,0.06,0.06,0,0.07,0.15,0.14,0.03,0,0,0,0,0,0.02,0.02,0,0.33,18,648,0.29,10,0.67,3.64,2.05
9.9556E+12,1607,2,280.98,0,140.49,0,0,0,0.33,0,0.2,0.14,0,0.31,0,0,0,0,0,0,0.63,4,266,0.06,15,0,4.89,4.2
9.9556E+12,1606,20,486.35,0,24.31,0.1,0.07,0.09,0.03,0,0,0.02,0.04,0.17,0.24,0,0,0.02,0,0,0,17,667,0.37,10,0.19,3.51,2.41
9.9556E+12,1602,2,282.37,1,141.18,0,0,0,0.06,0.6,0.16,0,0.15,0,0,0,0,0,0,0.48,0.49,1,54,0.3,18,0,3.3,1.15
9.9556E+12,1602,6,352.89,0,58.81,0.15,0.09,0.09,0.05,0.22,0,0.09,0.06,0.2,0,0,0,0,0,0,0.42,8,581,0.34,8,0,4.57,3.47
9.9556E+12,1609,1,116.75,0,116.75,0.49,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.62,13,608,0.14,34,0,6.41,4.62
9.9556E+12,1605,2,83.97,0,41.98,0.49,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.27,8,482,0.35,23,0,5.48,5.08
9.9556E+12,1605,14,512.73,1,36.62,0.37,0.18,0.06,0.11,0,0,0.26,0,0,0,0,0,0,0,0,0.49,10,304,0.25,32,0,3.08,1.82
9.9556E+12,1603,1,79.98,1,79.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,4,697,0.14,15,0,6.55,4.75
9.9556E+12,1585,2,127,0,63.5,0.46,0,0.3,0.22,0,0,0,0,0,0,0,0,0,0,0,0.63,11,587,0.18,16,0,5.68,4.77
9.9556E+12,1605,15,2324.61,1,154.97,0.13,0,0.09,0.1,0.19,0.12,0.01,0.12,0.06,0,0,0.01,0.09,0.02,0.15,0.6,38,676,0.17,10,0,3.81,2.8
9.9556E+12,1605,1,137,0,137,0,0,0,0.28,0,0,0.71,0,0,0,0,0,0,0,0,0.68,7,119,0,39,0,4.78,4.78
9.9556E+12,1612,2,292.69,1,146.34,0.39,0,0,0.07,0.24,0,0,0.24,0,0,0,0.03,0,0,0,0.5,18,689,0.12,6,0,5.84,3.64
9.9556E+12,1602,1,29.98,0,29.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,44,0.4,32,0,3.78,3.09
9.9556E+12,1602,26,3465.4,0,133.28,0.48,0.01,0,0.06,0.16,0.07,0.11,0.05,0,0,0,0,0,0,0.01,0.46,14,293,0.24,8,0.03,2.42,1.49
9.9556E+12,1606,7,189.08,0,27.01,0.15,0.03,0.15,0.03,0.12,0,0.28,0,0,0,0,0.04,0,0,0,0.36,10,369,0.34,23,0.2,3.96,2.78
9.9556E+12,1612,1,240,0,240,0.2,0,0,0.3,0.28,0,0.2,0,0,0,0,0,0,0,0,0.67,7,553,0.07,6,0,6.32,4.24
9.9556E+12,1609,1,139.97,0,139.97,0,0,0,0.21,0.5,0.28,0,0,0,0,0,0,0,0,0,0.58,3,101,0,39,0,4.62,3.92
9.9556E+12,1603,10,888.87,0,88.88,0.11,0.04,0.03,0.12,0.26,0.2,0.14,0.03,0,0,0,0.01,0.03,0,0.06,0.44,4,264,0.25,32,0,3.27,2.8
9.9556E+12,1757,5,674.42,1,134.88,0.32,0.02,0,0.03,0.08,0,0.09,0.1,0.18,0.11,0,0,0.02,0,0,0.54,17,676,0.25,10,0,4.91,3.95
9.9556E+12,1721,5,760.48,1,152.09,0.08,0.03,0,0.14,0.13,0.22,0.15,0,0.07,0.13,0,0,0,0.01,0.13,0.45,23,180,0.16,4,0,3.58,2.63
9.9556E+12,1748,3,507.98,1,169.32,0.66,0,0,0.12,0,0,0,0,0.17,0,0,0,0.03,0,0,0.61,19,595,0.12,1,0,5.29,3.62
9.9556E+12,1701,1,284.49,0,284.49,0.87,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.34,12,293,0.48,3,0,5.68,5.68
9.9556E+12,1775,5,201.98,0,40.39,0.24,0,0,0.23,0,0,0,0.07,0.19,0,0,0,0,0,0,0.44,10,173,0.29,1,0.34,3.54,3.54
9.9556E+12,1720,31,3450.58,1,111.3,0.2,0.01,0.12,0.05,0.19,0.03,0.02,0.05,0,0,0.06,0.01,0.06,0.01,-0.01,0.48,27,558,0.33,8,0.17,2.89,2.21
9.9556E+12,1740,1,184.47,0,184.47,0.17,0,0,0.06,0.26,0,0,0,0,0.49,0,0,0,0,0,0.3,10,267,0.38,4,0,5.59,5.59
9.9556E+12,1757,3,422.73,1,140.91,0.22,0,0,0,0,0.16,0.09,0.12,0.39,0,0,0,0,0,0,0.41,16,634,0.32,18,0,5.35,3.89
9.9556E+12,1748,1,127,0,127,0.53,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.68,7,181,0,4,0,5.2,4.51
9.9556E+12,1740,1,145.67,1,145.67,0.32,0.5,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0.3,1,73,0.4,4,0,4.29,4.29
9.9556E+12,1741,68,4513.58,1,66.37,0.17,0.02,0.05,0.05,0.05,0.06,0.06,0.04,0.02,0,0,0.01,0.01,0,0.02,0.29,30,686,0.48,1,0.64,2.31,1.53
9.9556E+12,1757,8,557.6,1,69.7,0.39,0.04,0.01,0.09,0,0,0.07,0.04,0.21,0,0,0,0.12,0,0,0.48,23,479,0.22,15,0,4.09,3.18
9.9556E+12,1748,1,431.35,0,431.35,0,0,0.09,0.18,0.37,0,0.06,0.13,0.11,0,0,0,0,0.02,0,0.48,13,478,0,1,0,6.17,4.78
9.9556E+12,1720,6,515.21,0,85.86,0.17,0,0,0.19,0,0.1,0,0.3,0.08,0,0,0,0,0.06,0.31,0.61,15,289,0.08,14,0.07,3.87,3.18
9.9556E+12,1720,1,88,0,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.69,10,202,0,4,0,5.31,5.31
9.9556E+12,1845,1,72.01,0,72.01,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.42,0,81,0.28,12,0,4.39,4.39
9.9556E+12,1867,6,1462.95,1,243.82,0.1,0,0.04,0.06,0.18,0.14,0.06,0.06,0.14,0.07,0,0,0,0.02,0.03,0.65,23,693,0.13,3,0.07,4.75,3.55
9.9556E+12,1844,2,114.99,0,57.49,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.13,0,0.45,15,691,0.02,10,0,5.84,4.75
9.9556E+12,1810,5,315.49,0,63.09,0.04,0,0,0,0.24,0.14,0,0,0,0,0.34,0,0,0,0.38,0.6,17,433,0.27,4,0.29,4.46,3.59
9.9556E+12,1864,9,971.91,0,107.99,0.14,0.02,0.07,0.04,0.06,0,0.04,0.02,0.05,0,0,0.01,0.05,0.04,0,0.58,22,432,0.17,4,0.7,3.87,3.07
9.9556E+12,1840,2,246.21,0,123.1,0.22,0.01,0.15,0.12,0.15,0,0.09,0,0,0,0,0,0,0,0,0.48,14,283,0.11,45,0.28,4.95,4.95
9.9556E+12,1860,17,1533.13,1,90.18,0.18,0.02,0.05,0.03,0.11,0,0.05,0.07,0.19,0,0.08,0,0.03,0.01,0,0.63,20,693,0.13,10,0.16,3.71,2.31
9.9556E+12,1801,1,104.48,0,104.48,0.43,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0.56,0.56,7,246,0.15,12,0,5.51,5.51
9.9556E+12,1801,2,144.98,0,72.49,0.13,0,0.06,0.24,0,0.2,0,0,0.34,0,0,0,0,0,0,0.3,6,449,0.34,12,0,5.41,4.16
9.9556E+12,1835,2,97.49,1,48.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,23,441,0.26,4,0,5.4,4.7
9.9556E+12,1876,1,156.49,0,156.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,12,701,0.38,4,0,6.55,5.86
9.9556E+12,1832,3,112.97,0,37.65,0,0.09,0,0,0,0.79,0,0,0,0,0,0,0.11,0,0,0.53,6,493,0.13,20,0,5.1,4.59
9.9556E+12,1821,9,1339.31,1,148.81,0.25,0.07,0,0.07,0,0,0.2,0.05,0.16,0,0,0,0.01,0,0,0.59,12,673,0.16,15,0.17,4.31,3.38
9.9556E+12,1803,4,385.52,1,96.38,0.14,0,0.15,0,0.25,0.15,0.09,0.12,0,0,0,0,0.07,0,0.4,0.64,18,692,0.1,10,0,5.15,4.34
9.9556E+12,1810,2,314.11,1,157.05,0.26,0.13,0.15,0.13,0,0.18,0,0.05,0,0,0,0,0.06,0,0,0.47,7,113,0.31,1,0,4.03,1.89
9.9556E+12,1835,2,138.98,0,69.49,0,0,0,0.21,0,0.78,0,0,0,0,0,0,0,0,0.42,0.65,4,272,0,3,0,4.91,4.91
9.9556E+12,1826,8,2230.93,1,278.86,0.03,0.01,0.07,0.17,0.24,0.04,0,0.08,0.21,0.12,0,0,0,0.01,0,0.56,23,697,0.18,18,0,4.47,3.11
9.9556E+12,1860,7,116.47,0,16.63,0.32,0,0,0.24,0,0,0.02,0,0,0,0,0,0.04,0,0,0.37,3,362,0.27,10,0.57,3.95,3.59
9.9556E+12,1845,3,646.44,1,215.48,0.13,0,0,0,0.36,0.06,0.11,-0.01,0,0.08,0,0,0,0,0.04,0.62,10,635,0.08,1,0.33,5.35,3.41
9.9556E+12,2460,1,152.98,0,152.98,0.52,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.66,16,281,0,8,0,5.64,5.64
9.9556E+12,1844,4,92.73,0,23.18,0.46,0.03,0,0,0,0,0.09,0.1,0,0,0,0,0,0,0,0.36,6,362,0.29,10,0.43,4.51,4.51
9.9556E+12,1801,2,341.94,0,170.97,0.08,0.09,0,0.43,0,0,0.29,0,0,0,0,0,0.08,0,0,0.64,10,136,0.14,10,0,4.22,3.12
9.9556E+12,1851,4,468.06,0,117.01,0.06,0.03,0,0.12,0.27,0.09,0,0.25,0.07,0,0,0.08,0,0,0,0.6,15,329,0.21,15,0,4.41,3.72
9.9556E+12,1844,3,456.93,1,152.31,0.34,0,0,0,0.05,0.22,0,0,0,0,0.27,0,0,0.1,0,0.47,24,642,0.3,4,0,5.37,3.47
9.9556E+12,1844,3,78,0,26,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.62,2,581,0.07,10,0,5.27,4.98
9.9556E+12,1890,1,111.71,0,111.71,0.53,0,0.26,0.19,0,0,0,0,0,0,0,0,0,0,0,0.3,7,127,0.29,1,0,4.84,4.15
9.9556E+12,1821,2,139.48,0,69.74,0.17,0,0,0.28,0,0,0,0.49,0,0,0,0,0,0.04,0.35,0.59,8,281,0.14,5,0,4.95,4.95
9.9556E+12,1821,18,4208.64,1,233.81,0.24,0.01,0.02,0.02,0.36,0.14,0,0.01,0.03,0.03,0,0,0.02,0,0.05,0.61,25,701,0.15,11,0.08,3.66,2.89
9.9556E+12,1810,3,319.99,1,106.66,0,0,0,0.19,0.3,0,0.24,0,0.24,0,0,0,0,0,0.3,0.67,17,467,0,4,0,5.05,4.35
9.9556E+12,1860,5,168.99,0,33.79,0,0,0,0,0,0,0.12,0,0,0.3,0,0,0,0,0,0.6,8,581,0,25,1.29,4.76,3.37
9.9556E+12,1801,3,186.67,0,62.22,0.07,0.03,0,0.37,0,0,0.44,0,0,0,0,0,0,0.06,0,0.48,6,270,0.23,10,0,4.5,3.99
9.9556E+12,1844,4,234.94,1,58.73,0.14,0,0.17,0,0.51,0,0,0,0.06,0,0,0,0.01,0.08,0,0.39,11,580,0.09,10,0,4.98,4.57
9.9556E+12,1810,1,114.98,0,114.98,0,0,0,0,0.69,0,0,0.3,0,0,0,0,0,0,0,0.61,9,129,0,1,0,4.86,4.17
9.9556E+12,1887,3,480.48,0,160.16,0.2,0.02,0.04,0.12,0,0,0.49,0,0,0,0,0,0.1,0,0,0.63,18,391,0.18,4,0,4.87,3.89
9.9556E+12,1841,1,89.97,0,89.97,0,0,0,0.26,0,0.73,0,0,0,0,0,0,0,0,0,0.32,0,59,0.4,41,0,4.08,3.38
9.9556E+12,1876,1,87.99,0,87.99,0.34,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.57,13,285,0,5,0,5.65,4.27
9.9556E+12,1803,2,111.15,0,55.57,0.91,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.25,8,287,0.58,8,0,4.97,4.56
9.9556E+12,1845,14,965.72,0,68.98,0.21,0.04,0.01,0.01,0.11,0.01,0.01,0.02,0,0,0.09,0.01,0.02,0.01,0,0.52,14,656,0.28,8,0.65,3.85,2.93
9.9556E+12,1876,4,207.47,0,51.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9,269,0.25,3,0,4.21,3.99
9.9556E+12,1826,6,504.94,0,84.15,0.43,0,0,0.09,0,0.08,0.17,0,0,0,0,0,0,0.1,0,0.63,11,678,0.13,11,0.11,4.73,3.69
9.9556E+12,1879,4,241.92,0,60.48,0.03,0.04,0,0.05,0,0,0.12,0.01,0.35,0,0,0,0.14,0,0,0.3,5,98,0.38,4,0.28,3.2,2.64
9.9556E+12,1887,2,678,0,339,0.06,0,0,0.24,0.3,0.19,0.17,0,0,0,0,0,0,0.01,0,0.68,0,58,0,5,0,3.37,2.67
